scheme,n,k,Q,max_abs_err,max_rel_err,payout_type,distribution
gauss,20,20,8,3.951815e+02,2.311465e+00,V2,adversarial
tanh_sinh,20,20,8,1.961713e+01,9.809498e-01,V1,adversarial
tanh_sinh,20,20,8,1.677085e+02,9.809478e-01,V2,adversarial
gauss,20,20,16,2.869915e-01,1.435094e-02,V1,adversarial
gauss,20,20,16,2.466314e+00,1.442577e-02,V2,adversarial
tanh_sinh,20,20,16,3.126679e+01,1.563488e+00,V1,adversarial
tanh_sinh,20,20,16,2.673170e+02,1.563570e+00,V2,adversarial
gauss,20,20,32,1.033731e+00,5.169148e-02,V1,adversarial
gauss,20,20,32,8.837821e+00,5.169350e-02,V2,adversarial
tanh_sinh,20,20,32,5.929793e+00,2.965178e-01,V1,adversarial
tanh_sinh,20,20,32,5.068900e+01,2.964862e-01,V2,adversarial
gauss,20,20,64,3.575454e-03,1.787897e-04,V1,adversarial
gauss,20,20,64,3.055929e-02,1.787450e-04,V2,adversarial
tanh_sinh,20,20,64,2.728445e-01,1.364352e-02,V1,adversarial
tanh_sinh,20,20,64,2.332676e+00,1.364411e-02,V2,adversarial
gauss,20,20,128,1.062003e-08,5.310522e-10,V1,adversarial
gauss,20,20,128,9.098983e-08,5.322107e-10,V2,adversarial
tanh_sinh,20,20,128,7.806171e-05,3.903456e-06,V1,adversarial
tanh_sinh,20,20,128,6.683591e-04,3.909315e-06,V2,adversarial
gauss,20,20,256,1.002931e-11,5.015132e-13,V1,adversarial
gauss,20,20,256,8.597567e-11,5.028823e-13,V2,adversarial
tanh_sinh,20,20,256,2.833289e-11,1.416779e-12,V1,adversarial
tanh_sinh,20,20,256,2.424656e-10,1.418211e-12,V2,adversarial
gauss,20,20,512,1.154987e-11,5.775485e-13,V1,adversarial
gauss,20,20,512,9.904966e-11,5.793536e-13,V2,adversarial
tanh_sinh,20,20,512,1.433875e-11,7.170057e-13,V1,adversarial
tanh_sinh,20,20,512,1.227534e-10,7.179995e-13,V2,adversarial
gauss,20,20,1024,1.237765e-11,6.189415e-13,V1,adversarial
gauss,20,20,1024,1.057288e-10,6.184205e-13,V2,adversarial
tanh_sinh,20,20,1024,1.947953e-11,9.740690e-13,V1,adversarial
tanh_sinh,20,20,1024,1.667786e-10,9.755085e-13,V2,adversarial
gauss,4,4,4,1.203143e+00,6.612789e-01,V1,geometric
gauss,4,4,4,8.666730e-01,4.527869e-01,V2,geometric
tanh_sinh,4,4,4,3.273413e+00,9.921918e-01,V1,geometric
tanh_sinh,4,4,4,1.852491e+00,9.752145e-01,V2,geometric
gauss,4,4,8,6.702790e-01,2.393854e-01,V1,geometric
gauss,4,4,8,3.810433e-01,1.990733e-01,V2,geometric
tanh_sinh,4,4,8,3.594720e+00,1.071274e+00,V1,geometric
tanh_sinh,4,4,8,2.416544e+00,1.262505e+00,V2,geometric
gauss,4,4,16,2.220819e-02,6.618334e-03,V1,geometric
gauss,4,4,16,3.400145e-02,1.776381e-02,V2,geometric
tanh_sinh,4,4,16,3.053956e-01,9.101193e-02,V1,geometric
tanh_sinh,4,4,16,2.778894e-01,1.451813e-01,V2,geometric
gauss,4,4,32,2.029401e-07,6.879717e-08,V1,geometric
gauss,4,4,32,1.682891e-06,8.792137e-07,V2,geometric
tanh_sinh,4,4,32,4.569022e-04,1.361629e-04,V1,geometric
tanh_sinh,4,4,32,1.985375e-04,1.037245e-04,V2,geometric
gauss,4,4,64,1.050271e-12,3.129947e-13,V1,geometric
gauss,4,4,64,7.882583e-13,4.118197e-13,V2,geometric
tanh_sinh,4,4,64,2.116085e-12,7.557447e-13,V1,geometric
tanh_sinh,4,4,64,1.364375e-10,7.128078e-11,V2,geometric
gauss,4,4,128,1.833644e-12,5.464503e-13,V1,geometric
gauss,4,4,128,1.375566e-12,7.186544e-13,V2,geometric
tanh_sinh,4,4,128,8.881784e-16,5.401085e-16,V1,geometric
tanh_sinh,4,4,128,2.220446e-16,3.637752e-16,V2,geometric
gauss,4,4,256,2.351896e-12,7.008963e-13,V1,geometric
gauss,4,4,256,1.763256e-12,9.212001e-13,V2,geometric
tanh_sinh,4,4,256,2.664535e-15,7.940668e-16,V1,geometric
tanh_sinh,4,4,256,2.220446e-15,1.608038e-15,V2,geometric
gauss,4,4,512,2.643663e-12,7.878466e-13,V1,geometric
gauss,4,4,512,1.982636e-12,1.035814e-12,V2,geometric
tanh_sinh,4,4,512,2.220446e-15,7.930164e-16,V1,geometric
tanh_sinh,4,4,512,2.220446e-15,1.160056e-15,V2,geometric
gauss,4,4,1024,2.794209e-12,8.327114e-13,V1,geometric
gauss,4,4,1024,2.097433e-12,1.095789e-12,V2,geometric
tanh_sinh,4,4,1024,2.664535e-15,8.074349e-16,V1,geometric
tanh_sinh,4,4,1024,2.886580e-15,1.818876e-15,V2,geometric
gauss,6,6,4,9.330200e+00,1.771637e+00,V1,geometric
gauss,6,6,4,1.578021e+01,2.140911e+00,V2,geometric
tanh_sinh,6,6,4,4.774510e+00,9.896349e-01,V1,geometric
tanh_sinh,6,6,4,6.551343e+00,9.534930e-01,V2,geometric
gauss,6,6,8,3.966040e+00,7.530795e-01,V1,geometric
gauss,6,6,8,5.523430e+00,7.493668e-01,V2,geometric
tanh_sinh,6,6,8,5.472411e+00,1.181929e+00,V1,geometric
tanh_sinh,6,6,8,4.469700e+00,9.547384e-01,V2,geometric
gauss,6,6,16,3.298390e-01,6.263049e-02,V1,geometric
gauss,6,6,16,5.962116e-01,8.088836e-02,V2,geometric
tanh_sinh,6,6,16,1.143922e+00,2.172102e-01,V1,geometric
tanh_sinh,6,6,16,2.240411e+00,3.039578e-01,V2,geometric
gauss,6,6,32,3.662087e-04,6.953643e-05,V1,geometric
gauss,6,6,32,4.541912e-04,6.162038e-05,V2,geometric
tanh_sinh,6,6,32,2.328367e-02,4.421149e-03,V1,geometric
tanh_sinh,6,6,32,2.367533e-02,3.212045e-03,V2,geometric
gauss,6,6,64,2.517098e-12,5.234999e-13,V1,geometric
gauss,6,6,64,1.041149e-10,1.412533e-11,V2,geometric
tanh_sinh,6,6,64,9.729908e-08,2.101462e-08,V1,geometric
tanh_sinh,6,6,64,2.813751e-07,3.817433e-08,V2,geometric
gauss,6,6,128,2.634337e-12,5.002132e-13,V1,geometric
gauss,6,6,128,4.392042e-12,5.958709e-13,V2,geometric
tanh_sinh,6,6,128,8.881784e-16,2.854859e-16,V1,geometric
tanh_sinh,6,6,128,3.552714e-15,4.936122e-16,V2,geometric
gauss,6,6,256,3.412381e-12,6.479498e-13,V1,geometric
gauss,6,6,256,5.693224e-12,7.724029e-13,V2,geometric
tanh_sinh,6,6,256,2.309264e-14,4.384876e-15,V1,geometric
tanh_sinh,6,6,256,3.641532e-14,4.940486e-15,V2,geometric
gauss,6,6,512,3.854694e-12,7.319370e-13,V1,geometric
gauss,6,6,512,6.424195e-12,8.715741e-13,V2,geometric
tanh_sinh,6,6,512,1.598721e-14,3.035683e-15,V1,geometric
tanh_sinh,6,6,512,2.575717e-14,3.494490e-15,V2,geometric
gauss,6,6,1024,4.087397e-12,7.761231e-13,V1,geometric
gauss,6,6,1024,6.806999e-12,9.235095e-13,V2,geometric
tanh_sinh,6,6,1024,1.865175e-14,3.541631e-15,V1,geometric
tanh_sinh,6,6,1024,2.309264e-14,3.132991e-15,V2,geometric
gauss,8,8,4,2.997149e+01,4.137827e+00,V1,geometric
gauss,8,8,4,7.195913e+01,4.284557e+00,V2,geometric
tanh_sinh,8,8,4,5.277206e+00,9.868666e-01,V1,geometric
tanh_sinh,8,8,4,1.005760e+01,9.184190e-01,V2,geometric
gauss,8,8,8,4.815683e+00,7.314678e-01,V1,geometric
gauss,8,8,8,8.928961e+00,7.248834e-01,V2,geometric
tanh_sinh,8,8,8,7.166873e+00,1.052991e+00,V1,geometric
tanh_sinh,8,8,8,1.670284e+01,9.945126e-01,V2,geometric
gauss,8,8,16,8.395749e-01,1.159107e-01,V1,geometric
gauss,8,8,16,2.588421e+00,1.541186e-01,V2,geometric
tanh_sinh,8,8,16,2.567228e+00,3.898969e-01,V1,geometric
tanh_sinh,8,8,16,3.961517e+00,2.938457e-01,V2,geometric
gauss,8,8,32,1.176477e-02,1.624229e-03,V1,geometric
gauss,8,8,32,2.640070e-02,1.571938e-03,V2,geometric
tanh_sinh,8,8,32,1.516210e-01,2.093260e-02,V1,geometric
tanh_sinh,8,8,32,5.196590e-01,3.094129e-02,V2,geometric
gauss,8,8,64,3.597554e-08,5.463772e-09,V1,geometric
gauss,8,8,64,1.474549e-07,1.093747e-08,V2,geometric
tanh_sinh,8,8,64,4.721799e-05,6.518857e-06,V1,geometric
tanh_sinh,8,8,64,1.528393e-04,9.100287e-06,V2,geometric
gauss,8,8,128,3.369749e-12,4.652234e-13,V1,geometric
gauss,8,8,128,8.853362e-12,5.271428e-13,V2,geometric
tanh_sinh,8,8,128,2.233769e-12,3.083913e-13,V1,geometric
tanh_sinh,8,8,128,1.744382e-12,1.736189e-13,V2,geometric
gauss,8,8,256,4.415135e-12,6.095481e-13,V1,geometric
gauss,8,8,256,1.157119e-11,6.889663e-13,V2,geometric
tanh_sinh,8,8,256,1.225686e-13,1.692167e-14,V1,geometric
tanh_sinh,8,8,256,3.232969e-13,1.924960e-14,V2,geometric
gauss,8,8,512,5.005774e-12,6.910909e-13,V1,geometric
gauss,8,8,512,1.313438e-11,7.820413e-13,V2,geometric
tanh_sinh,8,8,512,7.460699e-14,1.030015e-14,V1,geometric
tanh_sinh,8,8,512,1.882938e-13,1.121130e-14,V2,geometric
gauss,8,8,1024,5.319301e-12,7.343761e-13,V1,geometric
gauss,8,8,1024,1.397282e-11,8.319633e-13,V2,geometric
tanh_sinh,8,8,1024,8.704149e-14,1.201684e-14,V1,geometric
tanh_sinh,8,8,1024,2.309264e-13,1.374971e-14,V2,geometric
gauss,10,10,4,3.954373e+01,4.612732e+00,V1,geometric
gauss,10,10,4,1.123223e+02,4.390490e+00,V2,geometric
tanh_sinh,10,10,4,5.269594e+00,9.840722e-01,V1,geometric
tanh_sinh,10,10,4,1.508974e+01,8.692621e-01,V2,geometric
gauss,10,10,8,5.398406e+00,7.828895e-01,V1,geometric
gauss,10,10,8,1.065563e+01,6.813602e-01,V2,geometric
tanh_sinh,10,10,8,9.227693e+00,1.016629e+00,V1,geometric
tanh_sinh,10,10,8,3.020759e+01,9.993112e-01,V2,geometric
gauss,10,10,16,1.997571e+00,2.330144e-01,V1,geometric
gauss,10,10,16,5.377908e+00,2.102134e-01,V2,geometric
tanh_sinh,10,10,16,6.614253e+00,7.160257e-01,V1,geometric
tanh_sinh,10,10,16,2.097962e+01,6.937079e-01,V2,geometric
gauss,10,10,32,4.084553e-03,4.421731e-04,V1,geometric
gauss,10,10,32,1.152081e-01,3.809450e-03,V2,geometric
tanh_sinh,10,10,32,8.909417e-01,9.644886e-02,V1,geometric
tanh_sinh,10,10,32,2.707617e+00,8.952954e-02,V2,geometric
gauss,10,10,64,1.426879e-06,1.664439e-07,V1,geometric
gauss,10,10,64,1.547108e-05,5.115638e-07,V2,geometric
tanh_sinh,10,10,64,1.492361e-03,1.615555e-04,V1,geometric
tanh_sinh,10,10,64,3.545057e-03,1.385703e-04,V2,geometric
gauss,10,10,128,4.019896e-12,4.351736e-13,V1,geometric
gauss,10,10,128,1.469758e-11,4.859872e-13,V2,geometric
tanh_sinh,10,10,128,6.674854e-09,7.225861e-10,V1,geometric
tanh_sinh,10,10,128,2.115210e-08,6.994112e-10,V2,geometric
gauss,10,10,256,5.341505e-12,5.782444e-13,V1,geometric
gauss,10,10,256,1.925926e-11,6.368229e-13,V2,geometric
tanh_sinh,10,10,256,5.879741e-13,6.365111e-14,V1,geometric
tanh_sinh,10,10,256,2.124523e-12,7.024905e-14,V2,geometric
gauss,10,10,512,6.089351e-12,6.592025e-13,V1,geometric
gauss,10,10,512,2.193090e-11,7.251629e-13,V2,geometric
tanh_sinh,10,10,512,3.925749e-13,4.249818e-14,V1,geometric
tanh_sinh,10,10,512,1.417533e-12,4.687186e-14,V2,geometric
gauss,10,10,1024,6.508571e-12,7.045851e-13,V1,geometric
gauss,10,10,1024,2.338041e-11,7.730920e-13,V2,geometric
tanh_sinh,10,10,1024,4.174439e-13,4.519037e-14,V1,geometric
tanh_sinh,10,10,1024,1.495692e-12,4.945627e-14,V2,geometric
gauss,12,12,4,4.366043e+01,4.468467e+00,V1,geometric
gauss,12,12,4,1.354079e+02,4.221642e+00,V2,geometric
tanh_sinh,12,12,4,4.287968e+01,3.816280e+00,V1,geometric
tanh_sinh,12,12,4,1.969192e+02,4.127854e+00,V2,geometric
gauss,12,12,8,1.421605e+01,1.265224e+00,V1,geometric
gauss,12,12,8,6.496317e+01,1.361769e+00,V2,geometric
tanh_sinh,12,12,8,1.118915e+01,1.007408e+00,V1,geometric
tanh_sinh,12,12,8,4.749030e+01,9.990509e-01,V2,geometric
gauss,12,12,16,4.991377e+00,4.442313e-01,V1,geometric
gauss,12,12,16,2.067978e+01,4.334931e-01,V2,geometric
tanh_sinh,12,12,16,6.691025e+00,6.847991e-01,V1,geometric
tanh_sinh,12,12,16,2.148698e+01,6.130722e-01,V2,geometric
gauss,12,12,32,2.223423e-01,1.978841e-02,V1,geometric
gauss,12,12,32,1.038768e+00,2.177484e-02,V2,geometric
tanh_sinh,12,12,32,2.016696e+00,1.794854e-01,V1,geometric
tanh_sinh,12,12,32,7.765738e+00,1.627867e-01,V2,geometric
gauss,12,12,64,3.566669e-05,3.374393e-06,V1,geometric
gauss,12,12,64,3.311182e-04,6.940957e-06,V2,geometric
tanh_sinh,12,12,64,2.608924e-02,2.321935e-03,V1,geometric
tanh_sinh,12,12,64,1.252179e-01,2.624840e-03,V2,geometric
gauss,12,12,128,5.152501e-11,4.585712e-12,V1,geometric
gauss,12,12,128,2.608473e-10,5.467927e-12,V2,geometric
tanh_sinh,12,12,128,5.062780e-07,4.505861e-08,V1,geometric
tanh_sinh,12,12,128,1.692764e-06,4.058816e-08,V2,geometric
gauss,12,12,256,6.235013e-12,5.549145e-13,V1,geometric
gauss,12,12,256,2.853540e-11,5.981639e-13,V2,geometric
tanh_sinh,12,12,256,2.920331e-12,2.599087e-13,V1,geometric
tanh_sinh,12,12,256,1.341505e-11,2.812085e-13,V2,geometric
gauss,12,12,512,7.133849e-12,6.349107e-13,V1,geometric
gauss,12,12,512,3.270628e-11,6.855947e-13,V2,geometric
tanh_sinh,12,12,512,1.785239e-12,1.588858e-13,V1,geometric
tanh_sinh,12,12,512,8.100187e-12,1.697975e-13,V2,geometric
gauss,12,12,1024,7.595702e-12,6.760155e-13,V1,geometric
gauss,12,12,1024,3.488054e-11,7.311720e-13,V2,geometric
tanh_sinh,12,12,1024,2.010836e-12,1.789639e-13,V1,geometric
tanh_sinh,12,12,1024,9.372059e-12,1.964587e-13,V2,geometric
gauss,14,14,4,4.905881e+01,4.935136e+00,V1,geometric
gauss,14,14,4,1.622493e+02,4.400547e+00,V2,geometric
tanh_sinh,14,14,4,1.472513e+02,1.112538e+01,V1,geometric
tanh_sinh,14,14,4,7.863029e+02,1.136718e+01,V2,geometric
gauss,14,14,8,3.012888e+01,2.276347e+00,V1,geometric
gauss,14,14,8,1.564368e+02,2.261528e+00,V2,geometric
tanh_sinh,14,14,8,1.301714e+01,1.005103e+00,V1,geometric
tanh_sinh,14,14,8,6.795586e+01,9.986986e-01,V2,geometric
gauss,14,14,16,5.162163e+00,4.107034e-01,V1,geometric
gauss,14,14,16,2.222916e+01,3.715662e-01,V2,geometric
tanh_sinh,14,14,16,1.886432e+01,1.425269e+00,V1,geometric
tanh_sinh,14,14,16,1.019364e+02,1.473642e+00,V2,geometric
gauss,14,14,32,5.829690e-01,4.404546e-02,V1,geometric
gauss,14,14,32,3.076503e+00,4.447546e-02,V2,geometric
tanh_sinh,14,14,32,4.256768e+00,3.216145e-01,V1,geometric
tanh_sinh,14,14,32,2.127262e+01,3.075275e-01,V2,geometric
gauss,14,14,64,1.700787e-03,1.285007e-04,V1,geometric
gauss,14,14,64,7.500955e-03,1.084375e-04,V2,geometric
tanh_sinh,14,14,64,1.256708e-01,9.494889e-03,V1,geometric
tanh_sinh,14,14,64,7.069316e-01,1.021975e-02,V2,geometric
gauss,14,14,128,5.516823e-09,4.168163e-10,V1,geometric
gauss,14,14,128,2.045421e-08,2.956962e-10,V2,geometric
tanh_sinh,14,14,128,3.644113e-05,2.753261e-06,V1,geometric
tanh_sinh,14,14,128,8.711070e-05,1.259315e-06,V2,geometric
gauss,14,14,256,7.057466e-12,5.332175e-13,V1,geometric
gauss,14,14,256,3.933565e-11,5.686556e-13,V2,geometric
tanh_sinh,14,14,256,1.445066e-11,1.091801e-12,V1,geometric
tanh_sinh,14,14,256,7.979395e-11,1.153541e-12,V2,geometric
gauss,14,14,512,8.123280e-12,6.137437e-13,V1,geometric
gauss,14,14,512,4.521894e-11,6.537074e-13,V2,geometric
tanh_sinh,14,14,512,8.128609e-12,6.141463e-13,V1,geometric
tanh_sinh,14,14,512,4.557421e-11,6.588434e-13,V2,geometric
gauss,14,14,1024,8.688161e-12,6.564226e-13,V1,geometric
gauss,14,14,1024,4.847323e-11,7.007529e-13,V2,geometric
tanh_sinh,14,14,1024,1.102762e-11,8.331775e-13,V1,geometric
tanh_sinh,14,14,1024,6.188827e-11,8.946875e-13,V2,geometric
gauss,16,16,4,5.422281e+01,4.942805e+00,V1,geometric
gauss,16,16,4,1.943198e+02,4.523321e+00,V2,geometric
tanh_sinh,16,16,4,1.760265e+02,1.208235e+01,V1,geometric
tanh_sinh,16,16,4,9.951352e+02,1.157479e+01,V2,geometric
gauss,16,16,8,3.347518e+01,2.297716e+00,V1,geometric
gauss,16,16,8,1.865576e+02,2.169922e+00,V2,geometric
tanh_sinh,16,16,8,1.423864e+01,1.004535e+00,V1,geometric
tanh_sinh,16,16,8,8.810215e+01,9.982667e-01,V2,geometric
gauss,16,16,16,9.192995e+00,6.033918e-01,V1,geometric
gauss,16,16,16,5.923238e+01,6.258496e-01,V2,geometric
tanh_sinh,16,16,16,2.355602e+01,1.616871e+00,V1,geometric
tanh_sinh,16,16,16,1.302858e+02,1.515403e+00,V2,geometric
gauss,16,16,32,9.894976e-01,6.494671e-02,V1,geometric
gauss,16,16,32,6.455158e+00,6.820523e-02,V2,geometric
tanh_sinh,16,16,32,6.143215e+00,4.032163e-01,V1,geometric
tanh_sinh,16,16,32,3.994851e+01,4.220962e-01,V2,geometric
gauss,16,16,64,6.971794e-03,4.576010e-04,V1,geometric
gauss,16,16,64,3.731487e-02,3.942691e-04,V2,geometric
tanh_sinh,16,16,64,1.561607e-01,1.071878e-02,V1,geometric
tanh_sinh,16,16,64,9.826577e-01,1.142966e-02,V2,geometric
gauss,16,16,128,2.931713e-08,1.924261e-09,V1,geometric
gauss,16,16,128,2.408727e-07,2.545062e-09,V2,geometric
tanh_sinh,16,16,128,5.686126e-04,3.732148e-05,V1,geometric
tanh_sinh,16,16,128,2.682928e-03,2.834783e-05,V2,geometric
gauss,16,16,256,7.851497e-12,5.153412e-13,V1,geometric
gauss,16,16,256,5.154277e-11,5.446012e-13,V2,geometric
tanh_sinh,16,16,256,1.726086e-10,1.132935e-11,V1,geometric
tanh_sinh,16,16,256,9.882086e-10,1.044142e-11,V2,geometric
gauss,16,16,512,9.054091e-12,5.942747e-13,V1,geometric
gauss,16,16,512,5.957190e-11,6.294370e-13,V2,geometric
tanh_sinh,16,16,512,4.076917e-11,2.675927e-12,V1,geometric
tanh_sinh,16,16,512,2.665672e-10,2.816551e-12,V2,geometric
gauss,16,16,1024,9.723777e-12,6.382303e-13,V1,geometric
gauss,16,16,1024,6.386358e-11,6.747829e-13,V2,geometric
tanh_sinh,16,16,1024,5.446843e-11,3.575092e-12,V1,geometric
tanh_sinh,16,16,1024,3.572325e-10,3.774520e-12,V2,geometric
gauss,18,18,4,5.965552e+01,5.426592e+00,V1,geometric
gauss,18,18,4,2.275804e+02,4.889632e+00,V2,geometric
tanh_sinh,18,18,4,1.758583e+02,1.181843e+01,V1,geometric
tanh_sinh,18,18,4,9.923971e+02,1.095468e+01,V2,geometric
gauss,18,18,8,3.454371e+01,2.321485e+00,V1,geometric
gauss,18,18,8,2.025730e+02,2.236123e+00,V2,geometric
tanh_sinh,18,18,8,1.464823e+01,1.004402e+00,V1,geometric
tanh_sinh,18,18,8,9.723030e+01,9.977656e-01,V2,geometric
gauss,18,18,16,1.208180e+01,7.291876e-01,V1,geometric
gauss,18,18,16,8.279935e+01,7.256003e-01,V2,geometric
tanh_sinh,18,18,16,2.327421e+01,1.564127e+00,V1,geometric
tanh_sinh,18,18,16,1.260561e+02,1.391483e+00,V2,geometric
gauss,18,18,32,1.483055e+00,8.950863e-02,V1,geometric
gauss,18,18,32,9.143504e+00,8.012780e-02,V2,geometric
tanh_sinh,18,18,32,7.292248e+00,4.401180e-01,V1,geometric
tanh_sinh,18,18,32,4.431951e+01,3.883877e-01,V2,geometric
gauss,18,18,64,1.296872e-02,7.524417e-04,V1,geometric
gauss,18,18,64,1.028206e-01,8.284372e-04,V2,geometric
tanh_sinh,18,18,64,9.716500e-01,5.637490e-02,V1,geometric
tanh_sinh,18,18,64,6.645103e+00,5.354037e-02,V2,geometric
gauss,18,18,128,2.847477e-07,1.718573e-08,V1,geometric
gauss,18,18,128,2.149899e-06,1.884034e-08,V2,geometric
tanh_sinh,18,18,128,2.784779e-03,1.615722e-04,V1,geometric
tanh_sinh,18,18,128,1.293174e-02,1.041926e-04,V2,geometric
gauss,18,18,256,8.590462e-12,4.984165e-13,V1,geometric
gauss,18,18,256,6.492940e-11,5.231437e-13,V2,geometric
tanh_sinh,18,18,256,1.473362e-08,8.548408e-10,V1,geometric
tanh_sinh,18,18,256,9.794105e-08,7.891225e-10,V2,geometric
gauss,18,18,512,9.961809e-12,5.779818e-13,V1,geometric
gauss,18,18,512,7.550227e-11,6.083306e-13,V2,geometric
tanh_sinh,18,18,512,1.625864e-10,9.433223e-12,V1,geometric
tanh_sinh,18,18,512,1.226255e-09,9.880077e-12,V2,geometric
gauss,18,18,1024,1.071854e-11,6.218869e-13,V1,geometric
gauss,18,18,1024,8.100187e-11,6.526416e-13,V2,geometric
tanh_sinh,18,18,1024,2.199272e-10,1.276012e-11,V1,geometric
tanh_sinh,18,18,1024,1.651188e-09,1.330381e-11,V2,geometric
gauss,20,20,4,6.644036e+01,5.538272e+00,V1,geometric
gauss,20,20,4,2.728534e+02,4.956202e+00,V2,geometric
tanh_sinh,20,20,4,1.757692e+02,1.174211e+01,V1,geometric
tanh_sinh,20,20,4,9.909130e+02,1.076199e+01,V2,geometric
gauss,20,20,8,4.046184e+01,2.538575e+00,V1,geometric
gauss,20,20,8,2.505330e+02,2.374946e+00,V2,geometric
tanh_sinh,20,20,8,1.469703e+01,1.004377e+00,V1,geometric
tanh_sinh,20,20,8,9.824653e+01,9.972092e-01,V2,geometric
gauss,20,20,16,1.445946e+01,8.137535e-01,V1,geometric
gauss,20,20,16,1.025648e+02,7.700896e-01,V2,geometric
tanh_sinh,20,20,16,2.318582e+01,1.548908e+00,V1,geometric
tanh_sinh,20,20,16,1.555916e+02,1.353075e+00,V2,geometric
gauss,20,20,32,1.826327e+00,9.835441e-02,V1,geometric
gauss,20,20,32,1.454744e+01,9.947035e-02,V2,geometric
tanh_sinh,20,20,32,1.195717e+01,6.439373e-01,V1,geometric
tanh_sinh,20,20,32,9.349411e+01,6.392802e-01,V2,geometric
gauss,20,20,64,3.215561e-02,1.731697e-03,V1,geometric
gauss,20,20,64,2.190462e-01,1.497762e-03,V2,geometric
tanh_sinh,20,20,64,9.446372e-01,5.316256e-02,V1,geometric
tanh_sinh,20,20,64,7.204384e+00,4.926107e-02,V2,geometric
gauss,20,20,128,4.979227e-06,2.588561e-07,V1,geometric
gauss,20,20,128,3.594602e-05,2.281059e-07,V2,geometric
tanh_sinh,20,20,128,1.478815e-02,7.687945e-04,V1,geometric
tanh_sinh,20,20,128,1.026012e-01,6.510857e-04,V2,geometric
gauss,20,20,256,9.272583e-12,4.820557e-13,V1,geometric
gauss,20,20,256,7.938183e-11,5.037404e-13,V2,geometric
tanh_sinh,20,20,256,3.498957e-07,1.819010e-08,V1,geometric
tanh_sinh,20,20,256,2.441608e-06,1.549393e-08,V2,geometric
gauss,20,20,512,1.085709e-11,5.644299e-13,V1,geometric
gauss,20,20,512,9.271162e-11,5.883284e-13,V2,geometric
tanh_sinh,20,20,512,7.782894e-10,4.046109e-11,V1,geometric
tanh_sinh,20,20,512,6.659576e-09,4.226027e-11,V2,geometric
gauss,20,20,1024,1.167422e-11,6.069099e-13,V1,geometric
gauss,20,20,1024,9.993073e-11,6.341394e-13,V2,geometric
tanh_sinh,20,20,1024,8.749304e-10,4.548518e-11,V1,geometric
tanh_sinh,20,20,1024,7.471044e-09,4.740968e-11,V2,geometric
