scheme,n,k,Q,max_abs_err,max_rel_err,payout_type,distribution
gauss,4,4,512,1.463718e-12,4.879060e-13,V2,adv_1e9
tanh_sinh,4,4,512,2.356127e-07,5.890318e-08,V1,adv_1e9
tanh_sinh,4,4,512,1.767095e-07,5.890318e-08,V2,adv_1e9
gauss,4,4,1024,2.120526e-12,5.301315e-13,V1,adv_1e9
gauss,4,4,1024,1.588063e-12,5.293543e-13,V2,adv_1e9
tanh_sinh,4,4,1024,3.309589e-07,8.273973e-08,V1,adv_1e9
tanh_sinh,4,4,1024,2.482192e-07,8.273973e-08,V2,adv_1e9
gauss,6,6,4,6.000000e+00,1.000000e+00,V1,adv_1e9
gauss,6,6,4,1.000000e+01,1.000000e+00,V2,adv_1e9
tanh_sinh,6,6,4,6.000000e+00,1.000000e+00,V1,adv_1e9
tanh_sinh,6,6,4,1.000000e+01,1.000000e+00,V2,adv_1e9
gauss,6,6,8,5.931655e+00,9.886092e-01,V1,adv_1e9
gauss,6,6,8,9.886092e+00,9.886092e-01,V2,adv_1e9
tanh_sinh,6,6,8,6.000000e+00,1.000000e+00,V1,adv_1e9
tanh_sinh,6,6,8,1.000000e+01,1.000000e+00,V2,adv_1e9
gauss,6,6,16,7.098405e+00,1.183067e+00,V1,adv_1e9
gauss,6,6,16,1.183067e+01,1.183067e+00,V2,adv_1e9
tanh_sinh,6,6,16,2.455400e+01,4.092334e+00,V1,adv_1e9
tanh_sinh,6,6,16,4.092333e+01,4.092334e+00,V2,adv_1e9
gauss,6,6,32,1.668611e+00,2.781019e-01,V1,adv_1e9
gauss,6,6,32,2.781019e+00,2.781019e-01,V2,adv_1e9
tanh_sinh,6,6,32,1.609593e+00,2.682655e-01,V1,adv_1e9
tanh_sinh,6,6,32,2.682655e+00,2.682655e-01,V2,adv_1e9
gauss,6,6,64,5.566973e-02,9.278288e-03,V1,adv_1e9
gauss,6,6,64,9.278288e-02,9.278288e-03,V2,adv_1e9
tanh_sinh,6,6,64,1.278702e+00,2.131170e-01,V1,adv_1e9
tanh_sinh,6,6,64,2.131170e+00,2.131170e-01,V2,adv_1e9
gauss,6,6,128,2.796689e-04,4.661149e-05,V1,adv_1e9
gauss,6,6,128,4.661149e-04,4.661149e-05,V2,adv_1e9
tanh_sinh,6,6,128,1.444558e-01,2.407596e-02,V1,adv_1e9
tanh_sinh,6,6,128,2.407596e-01,2.407596e-02,V2,adv_1e9
gauss,6,6,256,9.229675e-10,1.538279e-10,V1,adv_1e9
gauss,6,6,256,1.538286e-09,1.538286e-10,V2,adv_1e9
tanh_sinh,6,6,256,3.916831e-05,6.528051e-06,V1,adv_1e9
tanh_sinh,6,6,256,6.528050e-05,6.528050e-06,V2,adv_1e9
gauss,6,6,512,2.924772e-12,4.874619e-13,V1,adv_1e9
gauss,6,6,512,4.876100e-12,4.876100e-13,V2,adv_1e9
tanh_sinh,6,6,512,3.534191e-07,5.890318e-08,V1,adv_1e9
tanh_sinh,6,6,512,5.890318e-07,5.890318e-08,V2,adv_1e9
gauss,6,6,1024,3.169021e-12,5.281701e-13,V1,adv_1e9
gauss,6,6,1024,5.313083e-12,5.313083e-13,V2,adv_1e9
tanh_sinh,6,6,1024,4.964384e-07,8.273973e-08,V1,adv_1e9
tanh_sinh,6,6,1024,8.273973e-07,8.273973e-08,V2,adv_1e9
gauss,8,8,4,8.000000e+00,1.000000e+00,V1,adv_1e9
gauss,8,8,4,2.100000e+01,1.000000e+00,V2,adv_1e9
tanh_sinh,8,8,4,8.000000e+00,1.000000e+00,V1,adv_1e9
tanh_sinh,8,8,4,2.100000e+01,1.000000e+00,V2,adv_1e9
gauss,8,8,8,7.908874e+00,9.886092e-01,V1,adv_1e9
gauss,8,8,8,2.076079e+01,9.886092e-01,V2,adv_1e9
tanh_sinh,8,8,8,8.000000e+00,1.000000e+00,V1,adv_1e9
tanh_sinh,8,8,8,2.100000e+01,1.000000e+00,V2,adv_1e9
gauss,8,8,16,9.464540e+00,1.183067e+00,V1,adv_1e9
gauss,8,8,16,2.484442e+01,1.183067e+00,V2,adv_1e9
tanh_sinh,8,8,16,3.273867e+01,4.092334e+00,V1,adv_1e9
tanh_sinh,8,8,16,8.593900e+01,4.092334e+00,V2,adv_1e9
gauss,8,8,32,2.224815e+00,2.781019e-01,V1,adv_1e9
gauss,8,8,32,5.840140e+00,2.781019e-01,V2,adv_1e9
tanh_sinh,8,8,32,2.146124e+00,2.682655e-01,V1,adv_1e9
tanh_sinh,8,8,32,5.633575e+00,2.682655e-01,V2,adv_1e9
gauss,8,8,64,7.422631e-02,9.278288e-03,V1,adv_1e9
gauss,8,8,64,1.948440e-01,9.278288e-03,V2,adv_1e9
tanh_sinh,8,8,64,1.704936e+00,2.131170e-01,V1,adv_1e9
tanh_sinh,8,8,64,4.475457e+00,2.131170e-01,V2,adv_1e9
gauss,8,8,128,3.728919e-04,4.661149e-05,V1,adv_1e9
gauss,8,8,128,9.788412e-04,4.661149e-05,V2,adv_1e9
tanh_sinh,8,8,128,1.926077e-01,2.407596e-02,V1,adv_1e9
tanh_sinh,8,8,128,5.055951e-01,2.407596e-02,V2,adv_1e9
gauss,8,8,256,1.230625e-09,1.538282e-10,V1,adv_1e9
gauss,8,8,256,3.230376e-09,1.538274e-10,V2,adv_1e9
tanh_sinh,8,8,256,5.222441e-05,6.528051e-06,V1,adv_1e9
tanh_sinh,8,8,256,1.370891e-04,6.528050e-06,V2,adv_1e9
gauss,8,8,512,3.898215e-12,4.872769e-13,V1,adv_1e9
gauss,8,8,512,1.024958e-11,4.880752e-13,V2,adv_1e9
tanh_sinh,8,8,512,4.712254e-07,5.890318e-08,V1,adv_1e9
tanh_sinh,8,8,512,1.236967e-06,5.890318e-08,V2,adv_1e9
gauss,8,8,1024,4.235723e-12,5.294654e-13,V1,adv_1e9
gauss,8,8,1024,1.114842e-11,5.308769e-13,V2,adv_1e9
tanh_sinh,8,8,1024,6.619179e-07,8.273973e-08,V1,adv_1e9
tanh_sinh,8,8,1024,1.737534e-06,8.273973e-08,V2,adv_1e9
gauss,10,10,4,1.000000e+01,1.000000e+00,V1,adv_1e9
gauss,10,10,4,3.600000e+01,1.000000e+00,V2,adv_1e9
tanh_sinh,10,10,4,1.000000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,10,10,4,3.600000e+01,1.000000e+00,V2,adv_1e9
gauss,10,10,8,9.886092e+00,9.886092e-01,V1,adv_1e9
gauss,10,10,8,3.558993e+01,9.886092e-01,V2,adv_1e9
tanh_sinh,10,10,8,1.000000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,10,10,8,3.600000e+01,1.000000e+00,V2,adv_1e9
gauss,10,10,16,1.183067e+01,1.183067e+00,V1,adv_1e9
gauss,10,10,16,4.259043e+01,1.183067e+00,V2,adv_1e9
tanh_sinh,10,10,16,4.092334e+01,4.092334e+00,V1,adv_1e9
tanh_sinh,10,10,16,1.473240e+02,4.092334e+00,V2,adv_1e9
gauss,10,10,32,2.781019e+00,2.781019e-01,V1,adv_1e9
gauss,10,10,32,1.001167e+01,2.781019e-01,V2,adv_1e9
tanh_sinh,10,10,32,2.682655e+00,2.682655e-01,V1,adv_1e9
tanh_sinh,10,10,32,9.657557e+00,2.682655e-01,V2,adv_1e9
gauss,10,10,64,9.278288e-02,9.278288e-03,V1,adv_1e9
gauss,10,10,64,3.340184e-01,9.278288e-03,V2,adv_1e9
tanh_sinh,10,10,64,2.131170e+00,2.131170e-01,V1,adv_1e9
tanh_sinh,10,10,64,7.672212e+00,2.131170e-01,V2,adv_1e9
gauss,10,10,128,4.661148e-04,4.661149e-05,V1,adv_1e9
gauss,10,10,128,1.678013e-03,4.661149e-05,V2,adv_1e9
tanh_sinh,10,10,128,2.407596e-01,2.407596e-02,V1,adv_1e9
tanh_sinh,10,10,128,8.667345e-01,2.407596e-02,V2,adv_1e9
gauss,10,10,256,1.538282e-09,1.538282e-10,V1,adv_1e9
gauss,10,10,256,5.537792e-09,1.538276e-10,V2,adv_1e9
tanh_sinh,10,10,256,6.528051e-05,6.528051e-06,V1,adv_1e9
tanh_sinh,10,10,256,2.350098e-04,6.528050e-06,V2,adv_1e9
gauss,10,10,512,4.881429e-12,4.881429e-13,V1,adv_1e9
gauss,10,10,512,1.755751e-11,4.877086e-13,V2,adv_1e9
tanh_sinh,10,10,512,5.890318e-07,5.890318e-08,V1,adv_1e9
tanh_sinh,10,10,512,2.120515e-06,5.890318e-08,V2,adv_1e9
gauss,10,10,1024,5.313083e-12,5.313083e-13,V1,adv_1e9
gauss,10,10,1024,1.908518e-11,5.301438e-13,V2,adv_1e9
tanh_sinh,10,10,1024,8.273973e-07,8.273973e-08,V1,adv_1e9
tanh_sinh,10,10,1024,2.978630e-06,8.273973e-08,V2,adv_1e9
gauss,12,12,4,1.200000e+01,1.000000e+00,V1,adv_1e9
gauss,12,12,4,5.500000e+01,1.000000e+00,V2,adv_1e9
tanh_sinh,12,12,4,1.200000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,12,12,4,5.500000e+01,1.000000e+00,V2,adv_1e9
gauss,12,12,8,1.186331e+01,9.886092e-01,V1,adv_1e9
gauss,12,12,8,5.437351e+01,9.886092e-01,V2,adv_1e9
tanh_sinh,12,12,8,1.200000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,12,12,8,5.500000e+01,1.000000e+00,V2,adv_1e9
gauss,12,12,16,1.419681e+01,1.183067e+00,V1,adv_1e9
gauss,12,12,16,6.506871e+01,1.183067e+00,V2,adv_1e9
tanh_sinh,12,12,16,4.910800e+01,4.092334e+00,V1,adv_1e9
tanh_sinh,12,12,16,2.250783e+02,4.092334e+00,V2,adv_1e9
gauss,12,12,32,3.337223e+00,2.781019e-01,V1,adv_1e9
gauss,12,12,32,1.529561e+01,2.781019e-01,V2,adv_1e9
tanh_sinh,12,12,32,3.219186e+00,2.682655e-01,V1,adv_1e9
tanh_sinh,12,12,32,1.475460e+01,2.682655e-01,V2,adv_1e9
gauss,12,12,64,1.113395e-01,9.278288e-03,V1,adv_1e9
gauss,12,12,64,5.103058e-01,9.278288e-03,V2,adv_1e9
tanh_sinh,12,12,64,2.557404e+00,2.131170e-01,V1,adv_1e9
tanh_sinh,12,12,64,1.172143e+01,2.131170e-01,V2,adv_1e9
gauss,12,12,128,5.593378e-04,4.661149e-05,V1,adv_1e9
gauss,12,12,128,2.563632e-03,4.661149e-05,V2,adv_1e9
tanh_sinh,12,12,128,2.889115e-01,2.407596e-02,V1,adv_1e9
tanh_sinh,12,12,128,1.324178e+00,2.407596e-02,V2,adv_1e9
gauss,12,12,256,1.845937e-09,1.538281e-10,V1,adv_1e9
gauss,12,12,256,8.460553e-09,1.538282e-10,V2,adv_1e9
tanh_sinh,12,12,256,7.833661e-05,6.528051e-06,V1,adv_1e9
tanh_sinh,12,12,256,3.590428e-04,6.528050e-06,V2,adv_1e9
gauss,12,12,512,5.849543e-12,4.874619e-13,V1,adv_1e9
gauss,12,12,512,2.678746e-11,4.870447e-13,V2,adv_1e9
tanh_sinh,12,12,512,7.068382e-07,5.890318e-08,V1,adv_1e9
tanh_sinh,12,12,512,3.239675e-06,5.890318e-08,V2,adv_1e9
gauss,12,12,1024,6.346923e-12,5.289102e-13,V1,adv_1e9
gauss,12,12,1024,2.911094e-11,5.292897e-13,V2,adv_1e9
tanh_sinh,12,12,1024,9.928768e-07,8.273973e-08,V1,adv_1e9
tanh_sinh,12,12,1024,4.550685e-06,8.273973e-08,V2,adv_1e9
gauss,14,14,4,1.400000e+01,1.000000e+00,V1,adv_1e9
gauss,14,14,4,7.800000e+01,1.000000e+00,V2,adv_1e9
tanh_sinh,14,14,4,1.400000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,14,14,4,7.800000e+01,1.000000e+00,V2,adv_1e9
gauss,14,14,8,1.384053e+01,9.886092e-01,V1,adv_1e9
gauss,14,14,8,7.711152e+01,9.886092e-01,V2,adv_1e9
tanh_sinh,14,14,8,1.400000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,14,14,8,7.800000e+01,1.000000e+00,V2,adv_1e9
gauss,14,14,16,1.656294e+01,1.183067e+00,V1,adv_1e9
gauss,14,14,16,9.227926e+01,1.183067e+00,V2,adv_1e9
tanh_sinh,14,14,16,5.729267e+01,4.092334e+00,V1,adv_1e9
tanh_sinh,14,14,16,3.192020e+02,4.092334e+00,V2,adv_1e9
gauss,14,14,32,3.893427e+00,2.781019e-01,V1,adv_1e9
gauss,14,14,32,2.169195e+01,2.781019e-01,V2,adv_1e9
tanh_sinh,14,14,32,3.755717e+00,2.682655e-01,V1,adv_1e9
tanh_sinh,14,14,32,2.092471e+01,2.682655e-01,V2,adv_1e9
gauss,14,14,64,1.298960e-01,9.278288e-03,V1,adv_1e9
gauss,14,14,64,7.237065e-01,9.278288e-03,V2,adv_1e9
tanh_sinh,14,14,64,2.983638e+00,2.131170e-01,V1,adv_1e9
tanh_sinh,14,14,64,1.662313e+01,2.131170e-01,V2,adv_1e9
gauss,14,14,128,6.525608e-04,4.661149e-05,V1,adv_1e9
gauss,14,14,128,3.635696e-03,4.661149e-05,V2,adv_1e9
tanh_sinh,14,14,128,3.370634e-01,2.407596e-02,V1,adv_1e9
tanh_sinh,14,14,128,1.877925e+00,2.407596e-02,V2,adv_1e9
gauss,14,14,256,2.153591e-09,1.538279e-10,V1,adv_1e9
gauss,14,14,256,1.199847e-08,1.538265e-10,V2,adv_1e9
tanh_sinh,14,14,256,9.139272e-05,6.528051e-06,V1,adv_1e9
tanh_sinh,14,14,256,5.091879e-04,6.528050e-06,V2,adv_1e9
gauss,14,14,512,6.819434e-12,4.871024e-13,V1,adv_1e9
gauss,14,14,512,3.814193e-11,4.889992e-13,V2,adv_1e9
tanh_sinh,14,14,512,8.246445e-07,5.890318e-08,V1,adv_1e9
tanh_sinh,14,14,512,4.594448e-06,5.890318e-08,V2,adv_1e9
gauss,14,14,1024,7.421619e-12,5.301156e-13,V1,adv_1e9
gauss,14,14,1024,4.145306e-11,5.314495e-13,V2,adv_1e9
tanh_sinh,14,14,1024,1.158356e-06,8.273973e-08,V1,adv_1e9
tanh_sinh,14,14,1024,6.453699e-06,8.273974e-08,V2,adv_1e9
gauss,16,16,4,1.600000e+01,1.000000e+00,V1,adv_1e9
gauss,16,16,4,1.050000e+02,1.000000e+00,V2,adv_1e9
tanh_sinh,16,16,4,1.600000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,16,16,4,1.050000e+02,1.000000e+00,V2,adv_1e9
gauss,16,16,8,1.581775e+01,9.886092e-01,V1,adv_1e9
gauss,16,16,8,1.038040e+02,9.886092e-01,V2,adv_1e9
tanh_sinh,16,16,8,1.600000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,16,16,8,1.050000e+02,1.000000e+00,V2,adv_1e9
gauss,16,16,16,1.892908e+01,1.183067e+00,V1,adv_1e9
gauss,16,16,16,1.242221e+02,1.183067e+00,V2,adv_1e9
tanh_sinh,16,16,16,6.547734e+01,4.092334e+00,V1,adv_1e9
tanh_sinh,16,16,16,4.296950e+02,4.092334e+00,V2,adv_1e9
gauss,16,16,32,4.449631e+00,2.781019e-01,V1,adv_1e9
gauss,16,16,32,2.920070e+01,2.781019e-01,V2,adv_1e9
tanh_sinh,16,16,32,4.292248e+00,2.682655e-01,V1,adv_1e9
tanh_sinh,16,16,32,2.816787e+01,2.682655e-01,V2,adv_1e9
gauss,16,16,64,1.484526e-01,9.278288e-03,V1,adv_1e9
gauss,16,16,64,9.742202e-01,9.278288e-03,V2,adv_1e9
tanh_sinh,16,16,64,3.409872e+00,2.131170e-01,V1,adv_1e9
tanh_sinh,16,16,64,2.237728e+01,2.131170e-01,V2,adv_1e9
gauss,16,16,128,7.457838e-04,4.661149e-05,V1,adv_1e9
gauss,16,16,128,4.894206e-03,4.661149e-05,V2,adv_1e9
tanh_sinh,16,16,128,3.852154e-01,2.407596e-02,V1,adv_1e9
tanh_sinh,16,16,128,2.527976e+00,2.407596e-02,V2,adv_1e9
gauss,16,16,256,2.461249e-09,1.538281e-10,V1,adv_1e9
gauss,16,16,256,1.615169e-08,1.538256e-10,V2,adv_1e9
tanh_sinh,16,16,256,1.044488e-04,6.528051e-06,V1,adv_1e9
tanh_sinh,16,16,256,6.854453e-04,6.528050e-06,V2,adv_1e9
gauss,16,16,512,7.794654e-12,4.871659e-13,V1,adv_1e9
gauss,16,16,512,5.140066e-11,4.895301e-13,V2,adv_1e9
tanh_sinh,16,16,512,9.424509e-07,5.890318e-08,V1,adv_1e9
tanh_sinh,16,16,512,6.184834e-06,5.890318e-08,V2,adv_1e9
gauss,16,16,1024,8.482104e-12,5.301315e-13,V1,adv_1e9
gauss,16,16,1024,5.589129e-11,5.322980e-13,V2,adv_1e9
tanh_sinh,16,16,1024,1.323836e-06,8.273973e-08,V1,adv_1e9
tanh_sinh,16,16,1024,8.687672e-06,8.273974e-08,V2,adv_1e9
gauss,18,18,4,1.800000e+01,1.000000e+00,V1,adv_1e9
gauss,18,18,4,1.360000e+02,1.000000e+00,V2,adv_1e9
tanh_sinh,18,18,4,1.800000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,18,18,4,1.360000e+02,1.000000e+00,V2,adv_1e9
gauss,18,18,8,1.779497e+01,9.886092e-01,V1,adv_1e9
gauss,18,18,8,1.344509e+02,9.886092e-01,V2,adv_1e9
tanh_sinh,18,18,8,1.800000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,18,18,8,1.360000e+02,1.000000e+00,V2,adv_1e9
gauss,18,18,16,2.129521e+01,1.183067e+00,V1,adv_1e9
gauss,18,18,16,1.608972e+02,1.183067e+00,V2,adv_1e9
tanh_sinh,18,18,16,7.366200e+01,4.092334e+00,V1,adv_1e9
tanh_sinh,18,18,16,5.565574e+02,4.092334e+00,V2,adv_1e9
gauss,18,18,32,5.005834e+00,2.781019e-01,V1,adv_1e9
gauss,18,18,32,3.782186e+01,2.781019e-01,V2,adv_1e9
tanh_sinh,18,18,32,4.828779e+00,2.682655e-01,V1,adv_1e9
tanh_sinh,18,18,32,3.648410e+01,2.682655e-01,V2,adv_1e9
gauss,18,18,64,1.670092e-01,9.278288e-03,V1,adv_1e9
gauss,18,18,64,1.261847e+00,9.278288e-03,V2,adv_1e9
tanh_sinh,18,18,64,3.836106e+00,2.131170e-01,V1,adv_1e9
tanh_sinh,18,18,64,2.898391e+01,2.131170e-01,V2,adv_1e9
gauss,18,18,128,8.390067e-04,4.661149e-05,V1,adv_1e9
gauss,18,18,128,6.339162e-03,4.661149e-05,V2,adv_1e9
tanh_sinh,18,18,128,4.333673e-01,2.407596e-02,V1,adv_1e9
tanh_sinh,18,18,128,3.274330e+00,2.407596e-02,V2,adv_1e9
gauss,18,18,256,2.768900e-09,1.538278e-10,V1,adv_1e9
gauss,18,18,256,2.092023e-08,1.538252e-10,V2,adv_1e9
tanh_sinh,18,18,256,1.175049e-04,6.528051e-06,V1,adv_1e9
tanh_sinh,18,18,256,8.878149e-04,6.528050e-06,V2,adv_1e9
gauss,18,18,512,8.760992e-12,4.867218e-13,V1,adv_1e9
gauss,18,18,512,6.664891e-11,4.900655e-13,V2,adv_1e9
tanh_sinh,18,18,512,1.060257e-06,5.890318e-08,V1,adv_1e9
tanh_sinh,18,18,512,8.010833e-06,5.890318e-08,V2,adv_1e9
gauss,18,18,1024,9.524825e-12,5.291570e-13,V1,adv_1e9
gauss,18,18,1024,7.250378e-11,5.331160e-13,V2,adv_1e9
tanh_sinh,18,18,1024,1.489315e-06,8.273973e-08,V1,adv_1e9
tanh_sinh,18,18,1024,1.125260e-05,8.273974e-08,V2,adv_1e9
gauss,20,20,4,2.000000e+01,1.000000e+00,V1,adv_1e9
gauss,20,20,4,1.710000e+02,1.000000e+00,V2,adv_1e9
tanh_sinh,20,20,4,2.000000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,20,20,4,1.710000e+02,1.000000e+00,V2,adv_1e9
gauss,20,20,8,1.977218e+01,9.886092e-01,V1,adv_1e9
gauss,20,20,8,1.690522e+02,9.886092e-01,V2,adv_1e9
tanh_sinh,20,20,8,2.000000e+01,1.000000e+00,V1,adv_1e9
tanh_sinh,20,20,8,1.710000e+02,1.000000e+00,V2,adv_1e9
gauss,20,20,16,2.366135e+01,1.183067e+00,V1,adv_1e9
gauss,20,20,16,2.023045e+02,1.183067e+00,V2,adv_1e9
tanh_sinh,20,20,16,8.184667e+01,4.092334e+00,V1,adv_1e9
tanh_sinh,20,20,16,6.997890e+02,4.092334e+00,V2,adv_1e9
gauss,20,20,32,5.562038e+00,2.781019e-01,V1,adv_1e9
gauss,20,20,32,4.755543e+01,2.781019e-01,V2,adv_1e9
tanh_sinh,20,20,32,5.365309e+00,2.682655e-01,V1,adv_1e9
tanh_sinh,20,20,32,4.587340e+01,2.682655e-01,V2,adv_1e9
gauss,20,20,64,1.855658e-01,9.278288e-03,V1,adv_1e9
gauss,20,20,64,1.586587e+00,9.278288e-03,V2,adv_1e9
tanh_sinh,20,20,64,4.262340e+00,2.131170e-01,V1,adv_1e9
tanh_sinh,20,20,64,3.644301e+01,2.131170e-01,V2,adv_1e9
gauss,20,20,128,9.322297e-04,4.661149e-05,V1,adv_1e9
gauss,20,20,128,7.970564e-03,4.661149e-05,V2,adv_1e9
tanh_sinh,20,20,128,4.815192e-01,2.407596e-02,V1,adv_1e9
tanh_sinh,20,20,128,4.116989e+00,2.407596e-02,V2,adv_1e9
gauss,20,20,256,3.076561e-09,1.538281e-10,V1,adv_1e9
gauss,20,20,256,2.630443e-08,1.538271e-10,V2,adv_1e9
tanh_sinh,20,20,256,1.305610e-04,6.528051e-06,V1,adv_1e9
tanh_sinh,20,20,256,1.116297e-03,6.528050e-06,V2,adv_1e9
gauss,20,20,512,9.755752e-12,4.877876e-13,V1,adv_1e9
gauss,20,20,512,8.350298e-11,4.883215e-13,V2,adv_1e9
tanh_sinh,20,20,512,1.178064e-06,5.890318e-08,V1,adv_1e9
tanh_sinh,20,20,512,1.007244e-05,5.890318e-08,V2,adv_1e9
gauss,20,20,1024,1.060840e-11,5.304202e-13,V1,adv_1e9
gauss,20,20,1024,9.089263e-11,5.315358e-13,V2,adv_1e9
tanh_sinh,20,20,1024,1.654795e-06,8.273973e-08,V1,adv_1e9
tanh_sinh,20,20,1024,1.414849e-05,8.273973e-08,V2,adv_1e9
